CMM,Status,Section Number,Content
2009-06_active,active,24,"In such cases, the Executive Director must be notified of the transhipment and the circumstances giving rise to the force majeure within 12 hours of the completion of transhipment.  The CCMs responsible for each vessel shall provide the Executive Director with a WCPFC Transhipment Declaration consistent with the requirement under paragraph 10 within 15 days of the transhipment. SECTION 2 – TRANSHIPMENT FROM PURSE SEINE FISHING VESSELS"
2009-06_active,active,25,"In accordance with Article 29 (5) of the Convention, transhipment at sea by purse seine vessels shall be prohibited except in respect of exemptions granted by the Commission for:  a. existing group seine operations composed of small purse seine boats (fish hold capacity of 600 mt or less) flagged to Papua New Guinea and Philippines that meet the following conditions: i. operate in tandem with freezer carrier boat/s to freeze the catch or if operating closer to base with ice carrier boat/s to store the fish,  ii. operate as one group together with their support vessels such as freezer carrier boat/s and/or ice carrier boat/s.  iii. undertake transhipment when refrigerated or other ice carrier boats dock alongside catcher boats and tranship fish from the catcher boats b. transhipment activities involving New Zealand flagged domestic purse-seine vessels where the fishing activity, transhipment and landing of fish all take place within New Zealand fisheries waters in accordance with New Zealand’s existing legal and operational framework for monitoring and control of transhipment activity and the verification of catch."
2009-06_active,active,26,"CCMs seeking to apply an exemption for a vessel(s) that meets the conditions set out in paragraph 25, shall submit a written request to the Executive Director by 1 July of a given year that includes, at a minimum, the following information: a. Details about the vessel(s) as they are required to appear on the WCPFC Record of Fishing Vessels under CMM 2004-01 (or its replacement CMM); 6  b. The vessel’s history of prior transhipment exemptions, c. The main species and product forms that would be transhipped, d. The areas where transhipments would take place, to as much detail as possible,  e. The period of exemption being requested, and f. An explanation for the exemption request."
2009-06_active,active,27,The Executive Director shall compile all requests for transhipment exemptions and circulate them to all CCMs at least 30 days in advance of the regular annual session of the Technical and Compliance Committee (TCC). The TCC shall review the requests and make recommendations to the Commission regarding the application of the exemptions in paragraph 26.
2009-06_active,active,28,"Taking into account the recommendations of the TCC, the Commission, during its regular annual session, shall consider each request and may adopt exemptions in accordance with Article 29(5) of the Convention. The Commission may attach to each granted exemption any conditions or requirements that it determines necessary to achieve the objectives of the Convention, such as limitations on areas, time periods or species, the fishing vessels that may be transhipped to, and any additional requirements necessary for the purposes of monitoring, control and surveillance."
2009-06_active,active,29,"CCMs shall only authorize those purse seine vessels that that have received an exemption by the Commission to engage in transhipment outside of port. CCMs shall issue vessel-specific authorizations outlining any conditions or requirements identified by the Commission or CCM, and shall require that vessel operators carry such authorizations on board at all times."
2009-06_active,active,30,"The flag State CCM of any such authorized purse-seine vessel that is required to be on the WCPFC Record of Fishing Vessels shall notify the Executive Director that the vessel is authorized to engage in transhipment outside of port, in accordance with the Commission-granted exemption and shall indicate in such notification any limitations, conditions or requirements on its authorization."
2009-06_active,active,31,"The Executive Director shall maintain and make publicly available, including on the Commission’s website, the list of purse seine vessels that have been granted exemptions and are authorized to tranship outside of port, as well as any corresponding conditions or provisions attached to their exemption."
2009-06_active,active,32,"All purse seine vessels, including those that receive an exemption to tranship at sea under the process described in paragraphs 26 to 30 shall be prohibited from commencing transhipping on the high seas in the Convention Area.    7  SECTION 2 – TRANSHIPMENT FROM FISHING VESSELS OTHER THAN PURSE SEINE VESSELS"
2009-06_active,active,33,"Transhipment from longline, troll and pole and line fishing vessels in national waters shall be managed in accordance with relevant domestic laws and procedures pursuant to paragraph 4."
2009-06_active,active,34,"There shall be no transhipment on the high seas except where a CCM has determined, in accordance with the guidelines described in paragraph 37 below, that it is impracticable for certain vessels that it is responsible for to operate without being able to tranship on the high seas, and has advised the Commission of such."
2009-06_active,active,35,"Where transhipment does occur on the high seas:  a. the CCMs responsible for reporting against both the offloading and receiving vessels shall, as appropriate:  i. advise the Commission of its procedures for monitoring and verification of the transhipments;  ii. indicate vessels to which the determinations apply. iii. notify the information in Annex III to the Executive Director at least  36 hours prior to each transhipment. iv. provide the Executive Director with a  WCPFC Transhipment Declaration within 15 days of completion of each transhipment; and  v. Submit to the Commission a plan detailing what steps it is taking to encourage transhipment to occur in port in the future."
2009-06_active,active,36,"The Commission, through the TCC, shall review the application of the exemptions by relevant CCMs after a period of 3 years and every 2 years thereafter to establish whether monitoring and verification has been effective.  After review, the Commission may prohibit transhipment on the high seas by any vessel or vessels in relation to which monitoring and verification of transhipment on the high seas is proven to have been ineffective, or establish or vary any conditions for transhipping on the high seas."
2009-06_active,active,37,"The Executive Director shall prepare draft guidelines for the determination of circumstances where it is impracticable for certain vessels to tranship in port or in waters under national jurisdiction. The Technical and Compliance Committee shall consider these guidelines, amend as necessary, and recommend them to the Commission for adoption in 2012. In the meantime, CCMs shall use the following guidelines when determining the practicability of high seas transshipments a. The prohibition of transhipment in the high seas would cause a significant economic hardship, which would be assessed in terms of the cost that would be incurred to transship or land fish at feasible and allowable locations other than on the high seas, as compared to total operating costs, net revenues, or some other meaningful measure of costs and/or revenues; and b. The vessel would have to make significant and substantial changes to its historical 8  mode of operation as a result of the prohibition of transhipment in the high seas;"
2009-06_active,active,38,"When adopting the Guidelines referred to in paragraph 37, the Commission shall consider whether to prohibit transhipment in areas of high seas in the Convention Area entirely surrounded by the exclusive economic zones of members of the Commission and Participating Territories.  This consideration will include a review of the catch and effort reported for fishing vessels in these areas, the information from Transhipment Declarations in these areas and the role of the areas in supporting IUU activities.  "
