CMM,Status,Section Number,Content
2015-01_historical,historical,52," Other than SIDS and Indonesia, CCMs shall not increase the number of their ice-chilled longline vessels targeting bigeye tuna and landing exclusively fresh fish, above the current level or above the current number of licenses under established limited entry programmes.11   Capacity management work plan"
2015-01_historical,historical,53," The Commission shall develop a scheme for: a.  Reduction of overcapacity in a way that does not constrain the access to, development of, and benefit from sustainable tuna fisheries, including on the                                                    9 China shall limit its number of flagged purse seine vessels to 20 vessels to accommodate vessels moving back under its flag from the flags of other CCMs.   10 This paragraph shall not create a precedent to respect to application of exemptions non-SIDS CCMs.  11 The provisions of this paragraph do not apply to those CCMs who apply domestic individual transferable quotas within a legislated/regulated management framework.   13  high seas, by developing coastal states, in particular small island developing States, territories, and States with small and vulnerable economies; and  b.  Transfer of capacity from developed fishing members to developing coastal fishing members within its area of competence where appropriate, including market-based mechanisms for the voluntary transfer."
2015-01_historical,historical,54," CCMs, other than SIDS, shall jointly develop a scheme to jointly reduce the capacity of LSPSVs to the level of 31 December 2012 and submit it to WCPFC11."
2015-01_historical,historical,55, Nothing in this measure shall restrict the ability of SIDS to construct or purchase vessels from other CCMs for their domestic fleets.     III. Data provision requirements
2015-01_historical,historical,56," Paragraphs 56 - 60 apply to China, Indonesia, Japan, Korea, Philippines and Chinese Taipei."
2015-01_historical,historical,57, Operational level catch and effort data in accordance with the Standards for the Provision of Operational Level Catch and Effort Data attached to the Rules for Scientific Data to be Provided to the Commission relating to all fishing in EEZs and high seas south of 20N subject to this CMM except for artisanal small-scale vessels shall be provided to the Commission12 not only for the purpose of stocks management but also for the purpose of cooperation to SIDS under Article 30 of the Convention.13
2015-01_historical,historical,58, The Commission shall ensure the confidentiality of those data provided as non-public domain data.
2015-01_historical,historical,59," CCMs whose vessel fish in EEZs and high seas north of 20N subject to this CMM shall ensure that aggregated data by 1 x 1 in that area be provided to the Commission, and shall also, upon request, cooperate in providing operational level data in case of Commission’s stock assessment of tropical tuna stocks under a data handling agreement to be separately made between each CCM and the Scientific Provider.                                                      12 CCMs which have a practical difficulty in providing operational data from 2015 may take a grace period of three (3) years under their national plan.  This plan shall be provided to the Commission.  Such CCM shall provide operational level data which are collected after the date of lifting domestic constraint. 13 This paragraph shall not apply to Indonesia, until it changes its national laws so that it can provide such data.  This exception shall expire when such changes take effects, but in any event no later than 31 December 2025.  Indonesia will, upon request, make best effort to cooperate in providing operational level data in case of Commission’s stock assessment of those stocks under a data handling agreement to be separately made with the Scientific Provider 14"
2015-01_historical,historical,60, Those CCMs shall report such agreement to the Commission.  IV. Review of measures
2015-01_historical,historical,61, The Commission shall review this CMM annually to ensure that the various provisions are having the intended effect(s).  It is anticipated that significant new information will enable a further review in 2014. V. Final Clause
2015-01_historical,historical,62," This measure replaces CMM 2012-01, CMM 2013-01 and CMM 2014-01 and shall remain in effect until 31 December 2017."
