Document ID,Number,Content
WCPFC1,22,The Commission convened as the Technical and Compliance Committee of the Commission. Mr. Glenn Hurry presided as Chairman pro tem. The Technical and Compliance Committee decided to elect Mr. Apolosi Turaganivalu (Fiji) as Chairman of the Technical and Compliance Committee. It was decided to defer the question of selection of other officers of the Committee.   Consideration of management options
WCPFC1,23,The Commission took note of the discussions that had taken place in the Preparatory Conference and in the Scientific Coordinating Group concerning management options. The Commission adopted the resolution on conservation and management measures at Annex II of the present report.   Future work programme
WCPFC1,24,The Commission noted that guidance relating to the substantive work programme of the Commission was contained in the reports and recommendations of Working Groups II and III of the Preparatory Conference and that the priority areas for consideration were addressed in the resolution on conservation and management measures. The Commission also took note of the work programme for the Secretariat proposed in WCPFC/Comm.1/5. It was noted that a more detailed work programme would be formulated once the necessary administrative arrangements had been made to put the Secretariat in place.  - 4 - Other matters
WCPFC1,25,The Commission took note of the recommendations at paragraphs 86 and 87 of the Final Report of the Preparatory Conference with respect to future cooperation with IATTC.
WCPFC1,26,The Commission decided to adopt the emblem and symbol of the Commission as set out in Annex III.
WCPFC1,27,"The Chairman requested members of the Commission to designate, as soon as practicable, official contact points for the Commission as envisaged in the rules of procedure.  Date and place of next meeting"
WCPFC1,28,"The Scientific Committee of the Commission will meet from 8 to 19 August 2005 at SPC headquarters in Noumea. The next session of the Commission, including the Technical and Compliance Committee, will be held at Pohnpei, Federated States of Micronesia during the period 5 to 16 December 2005. The precise details of the session and the provisional agendas will be communicated to all members and observers in due course."
WCPFC10,1,"The Tenth Regular Session of the Commission for the Conservation and Management of Highly Migratory Fish Stocks in the Western and Central Pacific Ocean (WCPFC10) took place from 2-6 December 2013 at Cairns, Australia."
WCPFC10,2,"The following Members, Cooperating Non-members (CNMs) and Participating Territories (CCMs) attended WCPFC10:  American Samoa, Australia, Canada, the People’s Republic of China, the Commonwealth of the Northern Mariana Islands (CNMI), the Cook Islands, the Democratic People’s Republic of Korea (DPRK), Ecuador, El Salvador, the European Union (EU), the Federated States of Micronesia (FSM), Fiji, France, French Polynesia, Guam, Indonesia, Japan, Kiribati, the Republic of Korea, the Republic of the Marshall Islands (RMI), Mexico, Nauru, New Caledonia, New Zealand, Niue, Palau, Papua New Guinea (PNG), the Philippines, Samoa, the Solomon Islands, Chinese Taipei, Thailand, Tokelau, Tonga, Tuvalu, the United States of America (USA), Vanuatu, Vietnam, and Wallis and Futuna."
WCPFC10,3,"Observers from the following governmental and inter-governmental organizations attended WCPFC10:  the Agreement on the Conservation on Albatrosses and Petrels (ACAP), the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES), the Convention on Migratory Species, the Inter-American Tropical Tuna Commission (IATTC), the Pacific Islands Forum Fisheries Agency (FFA), the Parties to the Nauru Agreement (PNA), the Secretariat of the Pacific Community (SPC), the United   3 Nations Food and Agriculture Organisation (FAO), the United Nations Development Programme (UNDP), and the World Bank."
WCPFC10,4,"Observers from the following non-governmental organizations attended WCPFC10:  American Fishermen’s Research Foundation, American Tunaboat Association, Conservation International, Earth Island Institute, Environment Hawaii, Greenpeace, International Game Fish Association (IGFA), International Seafood Sustainability Foundation (ISSF), the Marine Stewardship Council (MSC), Masyarakat dan Perkanan Indonesia (MDPI), Ocean Friends Against Driftnets (OFAD), Organization for the Promotion of Responsible Tuna Fisheries (OPRT), Pacific Islands Tuna Industry Association (PITIA), Pew Environment Group, the United States-Japan Research Institute, University of the South Pacific (USP) and the World Wide Fund for Nature (WWF)."
WCPFC10,5,A list of all participants is attached as Attachment A.   1.1 Welcoming Addresses
WCPFC10,6,"The session was opened by Australian traditional leaders Seith Fourmile (Gimuy Walubara Yidinji), Traditional Owner Cairns area; Dennis Ah-Kee (Bunna Binda Yidinji), Traditional Owner Babinda area; and Jeremy Geia (Gimuy Yidinj), who welcomed participants to the meeting and stressed through a number of examples the importance of sustainable, responsible and equitable fisheries management to their culture."
WCPFC10,7,"The WCPFC Chair, Dr Charles Karnella, noted the attendance at WCPFC10 of a number of ministers and dignitaries including:  The Honourable April Skilling, Secretary of Justice (FSM); The Honourable Mr Tinian Reiher, Minister for Fisheries and Marine Resource Development (Kiribati); The Honourable Michael Konelios, Minister for Resources and Development (RMI); The Honourable Valdon Dowiyogo, Minister for Fisheries and The Honourable Cyril Buraman, MP, Member for Constituency of Anetan (Nauru); The Honourable Roy Biyama, MP, Member for Middle Fly, The Honourable Mai Dop, MP, Member for Jimi, The Honourable Aide Ganasi, MP, Member for South Fly Open Seat, The Honourable Jim Kas, MP, Governor of Madang Province, The Honourable Titus Philemon, MP, Governor of Milne Bay Province, The Honourable Ati Wobiro, MP, Governor of Western Province, The Honourable Mao Zeming, MP, Minister for Fisheries & Marine Resources (PNG); The Honourable Ronnel C. Rivera, Mayor of General Santos City and The Honourable Brix T. Tan, Councillor of General Santos City (Philippines); and The Honourable Elisala Pita, Minister of Natural Resources (Tuvalu)."
WCPFC10,8,Several CCMs expressed their sincere appreciation to Australia for hosting WCPFC10.
WCPFC10,9,Several CCMs offered their condolences to the Philippines for the damage and hardship caused by Typhoon Haiyan.   1.2 Adoption of agenda
WCPFC10,10,"The Chair noted that the Provisional Annotated Agenda (WCPFC10-2013/03 (rev 5)) and the Indicative Schedule (WCPFC10-2013/02 (rev 7)) were circulated in advance of the meeting.  In addition to these items, the Chair informed WCPFC10 that a paper concerning procedures for handling the expiry of the Executive Director’s contract on 25 September 2014 (WCPFC10-2013/30) will be discussed under Agenda Item 15.      4"
WCPFC10,11,"With this one amendment, WCPFC10 adopted the agenda (Attachment B).   1.3 Meeting arrangements"
WCPFC10,12,"The Chair thanked the Secretariat staff for their tremendous efforts in arranging and supporting the meeting, in particular Executive Director Professor Glenn Hurry; Finance and Administration Manager Aaron Nighswander; Science Manager Dr SungKwon Soh; Compliance Manager Dr Lara Manarangi-Trott; Assistant Compliance Manager ‘Ana Taholo; Regional Observer Programme Coordinator Karl Staisch; Information, Communication and Technology Manager Sam Taufao; Data Quality Officer Donald David; Administrative Officer Lucille Martinez; VMS Manager Albert Carlo; Executive Assistant Arlene Takesy; and University of Wollongong Assistant Research Fellow (WCPFC Intern) Brooke Campbell.  In addition to Secretariat staff, participants included Management Options Workshop Facilitator Ian Cartwright, Rapporteur Dr. Shelley Clarke, E-Monitoring and E-Reporting Consultant Ian Knuckey, and Legal Advisor Dr Martin Tsamenyi."
WCPFC10,13,The Chair reminded WCPFC10 that while the press is allowed to attend the opening ceremony they are not authorized to interact with participants inside the meeting room.
WCPFC10,14,The Chair informed WCPFC10 of his intention to form three small working groups to progress the issues of i) a Conservation and Management Measure (CMM) for tropical tunas; ii) a decision on granting of status and participatory rights for cooperating non-members (CNMs); and iii) preparation of the Final Compliance Monitoring Report (CMR).
WCPFC10,15,The Executive Director expressed his appreciation to Australia for financial support provided for the meeting’s refreshment breaks.    AGENDA  ITEM  2  -  MEMBERSHIP AND OTHER APPLICATIONS 2.1 Status of the Convention
WCPFC10,16,"The depository of the Convention, New Zealand, advised WCPFC10 that since its last report at WCPFC9, it has received an instrument of ratification from Indonesia showing entry into force on 29 November 2013.  WCPFC10’s attention was drawn to a declaration received along with the instrument of ratification which clarifies the application of the Convention to Indonesian waters (WCPFC10-2013/06)."
WCPFC10,17,Indonesia thanked the WCPFC for welcoming it as a member noting that it has been working toward ratification for the last eight years.  In order to mark the occasion of its joining the WCPFC Indonesia expressed an offer to host WCPFC11 in Bali.  Indonesia also acknowledged the capacity building support it has received from the Global Environment Facility (GEF) West Pacific East Asia (WPEA) Oceanic Fisheries Management project and voiced its support for the extension of this project.
WCPFC10,18,Several CCMs congratulated Indonesia on its ratification of the Convention.     5 2.2 Applications for Observer Status
WCPFC10,19,The Chair referred to the list of approved WCPFC Observers (WCPFC10-2013/07) and welcomed observer representatives to the meeting.   2.3 Applications for Cooperating Non-Member (CNM) Status
WCPFC10,20,The Chair reminded WCPFC10 that decisions regarding applications for CNM status (WCPFC10-2013/08) are to be handled in two distinct steps:  a decision on whether to grant this status and a decision on the participatory rights to be awarded to each CNM.
WCPFC10,21,"The Technical and Compliance Committee (TCC) Chair, Rhea Moss-Christian, summarized the status of the CNM applications.  TCC9 reviewed applications from Belize, the Democratic People’s Republic of Korea, Ecuador, El Salvador, Indonesia, Mexico, Panama, Thailand and Vietnam, and considered that all should be considered by WCPFC10 subject to receipt of the further financial and technical information requested from each applicant.  Some of the applicants provided information on their financial contributions to the Commission but receipt of the full contribution was only confirmed for Belize, Ecuador, El Salvador, Panama and Vietnam.  A contribution from Thailand was received but was slightly short of the full amount requested.  Responses received from Belize, Thailand and Vietnam were made available for CCM review on the Commission’s secure website."
WCPFC10,22,"After some discussion WCPFC10 agreed to conduct discussions on both the decision regarding CNM status and the granting of participatory rights within a small working group (SWG-CNM).  Framework documents for the SWG-CNM were CMM 2009-11 and Secretariat paper WCPFC10-2013/08.  The SWG-CNM proposed draft decision points or report language where possible, with the working group noting that final decisions were to be made by the wider Commission meeting.  Information reviewed included i) TCC9’s recommendations and requests regarding individual CNM applications; ii) information provided by applicants subsequent to TCC9; and iii) information provided during the course of the WCPFC10 SWG-CNM meeting."
WCPFC10,23,"TCC9 recommended that the Commission consider all CNM applications subject to the additional information requested being provided to, and accepted by, the Commission.  The SWG-CNM reiterated that any information requested by TCC should be provided in advance of the regular session of WCPFC, to allow due consideration of this material by CCMs.  Building on a recommendation from TCC9, the SWG-CNM confirmed the need for a CNM application template to be developed, based on CMM 2009-11, that clearly outlines the requirements for CNM applicants.  This was a key discussion point from the SWG-CNM.  A template was considered necessary to assist with clarity in relation to the application process.  Also, some CNMs noted the view that parts of the application process did not directly relate to their participation in the WCPFC.  Some members of the SWG-CNM also raised concerns about consistent application of CMM 2009-11 requirements such as financial contribution.    Granting of CNM Status for 2014"
WCPFC10,24,The SWG-CNM did not consider TCC9’s recommendations in relation to Indonesia given the recent deposit of its instrument of ratification.      6 Belize
WCPFC10,25,TCC9 requested the Secretariat ask Belize to provide the following in advance of WCPFC10:    i. information on compliance with the provisions of the Convention and CMMs of the Commission and fisheries laws and regulations of coastal States in the Convention Area; ii. information with regard to responding to any IUU activities by vessels flying its flag that have been brought to its attention; iii. information on compliance with CMMs of other RFMOs; iv. what measures were taken to ensure compliance by its vessels with the Commission’s CMMs; and v. information on responses to alleged violations of CMMs and any IUU activities of vessels flying its flag.
WCPFC10,26,The SWG-CNM was satisfied with the information provided by Belize and invited the Commission to renew its CNM status for 2014.
WCPFC10,27,FFA members stated their general satisfaction with the application and supported renewal of Belize’s CNM status for 2014.
WCPFC10,28,WCPFC10 agreed to grant CNM status for 2014 to Belize.    Democratic People’s Republic of Korea
WCPFC10,29,"TCC9 requested the Secretariat ask DPRK to provide the following in advance of WCPFC10:    i. commitment to have nationals comply with provisions of the Convention and CMMs adopted by the Commission; ii. AR Part I and II report for 2013, and information regarding any research programmes conducted in the Convention Area; iii. how soon the financial contribution for 2013 can be paid; iv. information on compliance with the provisions of the Convention and the CMMs adopted by the Commission and the fisheries laws and regulations of coastal States in the Convention Area; v. information with regard to responding to any IUU activities by vessels flying its flag that have been brought to its attention; vi. information on compliance with CMMs of other RFMOs; vii. information on what measures taken to ensure compliance by its vessels with the Commission’s CMMs; and viii. information on responses to alleged violations of CMMs adopted by the Commission and any IUU activities of vessels flying its flag."
WCPFC10,30,No information was received from DPRK that was considered by the SWG-CNM. Information was received by the Secretariat on 3 December 2013 advising that a member of the DPRK delegation is intending to visit WCPFC offices early in 2014 and indicating that a financial contribution for 2012-2014 would then be paid.  The SWG-CNM invited the Commission to consider the DPRK application in light of this.      7
WCPFC10,31,FFA members noted that the DPRK did not provide the requested information nor its assessed contribution for 2013.  These CCMs stated that if the assessed contribution for 2013 is not received it should be accrued and added to the 2014 assessed contribution and any further applications from the DPRK should not be considered unless the full accrued payment is received.
WCPFC10,32,WCPFC10 agreed to grant CNM status for 2014 to the DPRK.    Ecuador
WCPFC10,33,TCC9 requested the Secretariat ask Ecuador to provide the following in advance of WCPFC10:    i. details of current fishing presence in the Convention Area; ii. information on compliance with the provisions of the Convention and the CMMs adopted by the Commission and the fisheries laws and regulations of coastal States in the Convention Area; iii. details of the characteristics of current vessels; and iv. information on responses to alleged violations of CMMs adopted by the Commission and any IUU activities of vessels flying its flag.
WCPFC10,34,Ecuador was a participant in the SWG-CNM and advised that a formal letter of response had been sent to the Secretariat prior to WCPFC10.  This letter was presented to the SWG-CNM and outlined Ecuador’s position that the information requested from TCC9 was largely included in Ecuador’s original CNM application (to TCC9) or on the vessel register.
WCPFC10,35,"Upon review, the SWG-CNM was satisfied with the information provided by Ecuador and invited the Commission to renew its CNM status for 2014."
WCPFC10,36,FFA members thanked Ecuador for the information provided and for its financial contribution and supported renewal of its CNM status for 2014.
WCPFC10,37,WCPFC10 agreed to grant CNM status for 2014 to Ecuador.    El Salvador
WCPFC10,38,TCC9 requested the Secretariat ask El Salvador to provide the following in advance of WCPFC10:    i. commitment to have nationals comply with the provisions of the Convention and CMMs adopted by the Commission;  ii. information on any research programmes conducted in the Convention Area; iii. information on responding to any IUU activities by vessels flying its flag that have been brought to its attention; and iv. information of responses to alleged violations of CMMs adopted by the Commission and any IUU activities of vessels flying its flag.
WCPFC10,39,El Salvador was a participant in the SWG-CNM and provided information in relation to the TCC9 request during WCPFC10.      8
WCPFC10,40,"Upon review, the SWG-CNM was satisfied with the information provided by El Salvador and invited the Commission to renew its CNM status for 2014."
WCPFC10,41,FFA members thanked El Salvador for the information provided and for its financial contribution and supported renewal of its CNM status for 2014.
WCPFC10,42,WCPFC10 agreed to grant CNM status for 2014 to El Salvador.    Mexico
WCPFC10,43,TCC9 requested the Secretariat ask Mexico to provide the following in advance of WCPFC10:    i. explicit commitment to accept high seas boarding and inspections in accordance with the Commission’s procedures on high seas boarding and inspection;  ii. information on names of historical fishing vessels; iii. commitment to provide financial contribution; iv. AR Part II report; v. information on any research programmes conducted in the Convention Area; vi. information on compliance with the provisions of the Convention and the CMMs adopted by the Commission and the fisheries laws and regulations of coastal States in the Convention Area; vii. information on responding to any IUU activities by vessels flying its flag that have been brought to its attention; and viii. information on responses to alleged violations of CMMs adopted by the Commission and any IUU activities of vessels flying its flag.
WCPFC10,44,"Mexico was a participant in the SWG-CNM and advised that it had provided information as part of its original CNM application which addressed some of the TCC9 requests.  Mexico stated it does not have any vessels in the WCPO area and that it continues to have a domestic legal constraint to accepting high seas boarding and inspection, and issues attributing budget for financial contribution, given lack of fishing presence.  Mexico also made a substantial statement to the SWG-CNM outlining their relationship to the WCPFC."
WCPFC10,45,"Upon consideration, and noting the general requirements that apply to all CNMs, the SWG-CNM was satisfied with the explanation and information provided by Mexico and invited the Commission to renew its CNM status for 2014."
WCPFC10,46,FFA members noted that Mexico did not provide its assessed contribution for 2013.  These CCMs stated that if the assessed contribution for 2013 is not received it should be accrued and added to the 2014 assessed contribution and any further applications from Mexico should not be considered unless the full accrued payment is received.  FFA members also questioned why Mexico had made previous commitments to accepting WCPFC high seas boarding and inspection procedures but now maintains that it has domestic legal constraints which prevent this.
WCPFC10,47,"Mexico explained that because it does not fish in the WCPF Convention Area its domestic legal constraints prevent it from obtaining funds to pay its assessed financial contribution.  Furthermore, Mexico considered that because it has no vessels operating in the WCPF Convention Area (including the overlap area) there should be no need for it to agree high seas boarding and inspection procedures, and in fact due to domestic legal interpretations   9 regarding the high seas it would be difficult to do so.  Nevertheless Mexico stated that it remains fully committed to conservation and management of WCPFC fish stocks, particularly Pacific bluefin tuna."
WCPFC10,48,WCPFC10 agreed to grant CNM status for 2014 to Mexico.    Panama
WCPFC10,49,"TCC9 requested the Secretariat ask Panama to provide the following in advance of WCPFC10:  i. commitment to have fishing vessels and nationals comply with provisions of the Convention and CMMs adopted by the Commission; ii. full data on its historical fisheries in the Convention Area, including nominal catches, number/type of vessels, name of fishing vessels, fishing effort and fishing areas; iii. details of current fishing presence in the Convention Area, including the number of its vessels and their characteristics; iv. information on any research programmes conducted in the Convention Area; and v. information on what measures taken to ensure compliance by its vessels with the Commission’s CMMs."
WCPFC10,50,Information was provided by Panama in advance of WCPFC10 which addressed some of the TCC requirements.  Information was also provided during WCPFC10.  The SWG-CNM noted some difficulty linking the information provided by Panama to the specific TCC requests.
WCPFC10,51,"Noting these comments, the SWG-CNM invited the Commission to renew CNM status for Panama in 2014."
WCPFC10,52,FFA members stated their general satisfaction with the application and supported renewal of Panama’s CNM status for 2014.
WCPFC10,53,WCPFC10 agreed to grant CNM status for 2014 to Panama.    Thailand
WCPFC10,54,TCC9 requested the Secretariat ask Thailand to provide the following in advance of WCPFC10:    i. information on any research programmes conducted in the Convention Area; ii. information on responding to any IUU activities by vessels flying its flag that have been brought to its attention; iii. information on what measures taken to ensure compliance by its vessels with the Commission’s CMMs; and iv. information on responses to alleged violations of CMMs and any IUU activities of vessels flying its flag.
WCPFC10,55,The SWG-CNM was satisfied with the information provided by Thailand and invited the Commission to renew its CNM status for 2014.      10
WCPFC10,56,"FFA members stated their general satisfaction with the application and supported renewal of Thailand’s CNM status for 2014.  However, the shortfall in payment of Thailand’s assessed contribution for 2013 should be accrued and added to its 2014 assessed contribution."
WCPFC10,57,WCPFC10 agreed to grant CNM status for 2014 to Thailand.    Vietnam
WCPFC10,58,TCC9 requested the Secretariat ask Vietnam to provide the following in advance of WCPFC10:    i. information on any research programmes conducted in the Convention Area; ii. information on record of compliance with the provisions of the Convention and CMMs of the Commission and the fisheries laws and regulations of coastal States in the Convention Area;  iii. information on responding to any IUU activities by vessels flying its flag; iv. information on what  measures taken to ensure compliance by its vessels with the Commission’s CMMs; v. information on responses to alleged violations of CMMs and any IUU activities of vessels flying its flag.
WCPFC10,59,The SWG-CNM was satisfied with the information provided by Vietnam and invited the Commission to renew CNM status for 2014.
WCPFC10,60,"FFA members stated their general satisfaction with the application and supported renewal of Vietnam’s CNM status for 2014.  However, the small transaction shortfall in payment of the assessed contribution for 2013 should be accrued and added to its 2014 assessed contribution."
WCPFC10,61,"One CCM, while supporting the renewal of Vietnam’s CNM status for 2014, called for Vietnam to take responsibility for overseeing shipbuilding activities, such as those underway for 10 large purse seiners, in order to avoid contributing to overcapacity in the region."
WCPFC10,62,Vietnam thanked CCMs for their support of its CNM application.
WCPFC10,63,One CCM stated that as a CNM Vietnam should assist with implementing WCPFC CMMs including those with provisions regarding capacity and fishing effort. The CCM also requested Vietnam to convey to the home government Commission’s concerns for purse seine overcapacity issue in the WCPO. Vietnam agreed with this request.
WCPFC10,64,WCPFC10 agreed to grant CNM status for 2014 to Vietnam.
WCPFC10,65,"FFA members made a general statement regarding their concern that CNM applicants are not being held to the requirements of CMM 2009-11, in particular that their applications continue to be accepted even if the assessed financial contributions are not paid.  These CCMs indicated that a stricter approach would be adopted when considering future applications from all CNMs.  FFA members also reiterated the request of the SWG-CNM   11 that a template be developed to clearly specify the type of information that should accompany submission of CNM applications.    Participatory Rights"
WCPFC10,66,"The SWG-CNM then considered the issue of participatory rights.  Where a decision to renew status was proposed, the SWG-CNM assessed associated participatory rights with existing rights treated as the starting point for discussion subject to comment from SWG-CNM participants."
WCPFC10,67,"In accordance with the WCPF Convention and its conservation and management measures and resolutions, the following limits apply to the participatory rights of Cooperating Non-Members (CNMs) for fisheries in the high seas within the WCPFC Convention Area.  In addition, unless otherwise specified below, CNMs may fish in waters under their national jurisdiction or other CCM’s national jurisdiction, in accordance with appropriate bilateral arrangements.  Such CNMs shall ensure vessels flying their flags comply with all provisions of the WCPF Convention and the WCPFC CMMs.  In addition, CNM vessels will be placed on the WCPFC Record of Fishing Vessels (RFV).  CCMs shall ensure that CNM fishing activities that are conducted in waters under their national jurisdiction in accordance with bilateral arrangements are consistent with all relevant conservation and management measures and provisions of the WCPF Convention.  Renewal of CNM status by the Commission will be conditional on full compliance with the national laws and regulations of any licensing CCM, and all conservation and management measures and provisions of the WCPF Convention.  CCMs shall identify any violations by vessels flagged to a CNM and report on any investigations of such violations to the TCC."
WCPFC10,68,The CNMs identified below provide assurances that they will comply with all requests from Commission Members for information and documentation to investigate cases of possible illegal fishing.
WCPFC10,69,"With respect to the Compliance Monitoring Scheme, the Commission will consider how the Compliance Monitoring Reports of CNMs relate to the consideration of granting CNM status or determining participatory rights during the process of developing responses to non-compliance."
WCPFC10,70,The Commission advised CNMs to ensure that they meet the deadline for submission of applications for CNM status and meet all the obligations contained in CMM 2009-11.  The Commission noted that failure to meet the above requirements could prejudice the future granting or renewal of CNM status.    WCPFC/IATTC Overlap Area
WCPFC10,71,"In accordance with the decision of WCPFC9 regarding the management of the overlap area south of 4˚S and between 130˚W and 150˚W, vessels flagged to Belize, Ecuador, El Salvador and Mexico will be governed by the IATTC when fishing in the overlap area. Accordingly, the participatory rights for Belize, Ecuador, El Salvador and Mexico below apply to the WCPFC Convention Area excluding the overlap area."
WCPFC10,72,"In accordance with the Data Exchange MOU agreed by both Commissions, fishing vessels flying the flag of a member of either the IATTC or WCPFC shall cooperate with the   12 RFMO to which they are not a member by voluntarily providing operational catch and effort data for their fishing activities for highly migratory species in the overlap area."
WCPFC10,73,"For the purpose of investigation of possible IUU fishing activities and consistent with international and domestic laws, vessels flying the flag of a CNM that is a Contracting Party to the IATTC will cooperate with those coastal State members of the WCPFC whose EEZs occur in the overlap area by voluntarily providing VMS reports (date, time and position) to those coastal States when operating in the overlap area.    Belize"
WCPFC10,74,"WCPFC10 granted Belize the following participatory rights:    i. Belize’s fishing activities in the Convention Area are limited to a longline bigeye catch of 803.25 mt and a longline yellowfin catch of 707 mt. ii. Belize’s fishing activities are further limited to the following: a. Under CMM 2010-05 (or subsequent revision) in accordance with paragraph 1, Belize is limited to historical catch level for 2004 of two unique longliners in the Convention Area south of 20˚S; b. Under CMM 2005-03 Belize is limited to the 2005 level of five unique longliners in the Convention Area north of the equator; and c. Under CMM 2006-04, Belize is limited to two unique longliners in the Convention area south of 15˚S."
WCPFC10,75,The Chair of the SWG-CNM explained that Belize’s limit for longline catch of yellowfin tuna (707 mt) is based on 2001-2004 average catch levels and is consistent with WCPFC10’s discussions of the tropical tuna CMM.    Democratic People’s Republic of Korea
WCPFC10,76,WCPFC10 agreed that the DPRK has no participatory rights for fishing on the high seas for highly migratory fish stocks in the Convention Area.    Ecuador
WCPFC10,77,WCPFC10 agreed that the participatory rights of Ecuador for fishing in the WCPO are limited to purse seine fishing only.  Ecuador has no participatory rights for fishing on the high seas for highly migratory fish stocks in the Convention Area.    El Salvador
