Document ID,Number,Content
WCPFC6,56,"Dr John Hampton from SPC‘s Oceanic Fisheries Programme (SPC-OFP, which is also the scientific services provider), made a presentation on an overview of the fisheries and the status of the stocks as discussed at SC5. The provisional total Western Central Pacific Convention Area (WCPCA) tuna catch for 2008 was estimated at 2,426,195 t, the highest annual catch recorded, but only 26,000 t higher than the previous record in 2007. During 2008, the purse-seine fishery accounted for an estimated 1,783,669 t (74% of the total catch, and a record for this fishery), with the pole-and-line taking an estimated 170,805 t (7%), the longline fishery an estimated 231,003 t 9  (10%), and the remainder (10%) taken by troll gear and a variety of artisanal gears, mostly in eastern Indonesia and the Philippines. The WCPCA tuna catch (2,426,195 t) for 2008 represented 81% of the total Pacific Ocean catch of 3,009,477 t, and 56% of the global tuna catch (the provisional global estimate for 2008 is just over 4.3 million t)."
WCPFC6,57,"The skipjack stock assessment undertaken in 2008 indicates that the skipjack stock is not in an overfished state, nor is overfishing occurring. The yellowfin tuna stock assessment undertaken in 2009 indicates that overall, the stock is not in an overfished state, nor is overfishing occurring; however, there is heavy exploitation in the western equatorial Pacific where 95% of the fishery occurs, and the current status is due to the buffering that occurs as a result of low levels of exploitation in adjacent subtropical areas. The streamlined bigeye stock assessment undertaken in 2009 indicates that the stock is nearing an overfished state and that overfishing is occurring. The South Pacific albacore assessment undertaken in 2009 indicates that the stock is not in an overfished state, nor is overfishing occurring, however there is a moderate level of depletion of the portion of the stock targeted by the longline fisheries active within the exclusive economic zones (EEZs) of several countries."
WCPFC6,58,"In response to questions, Dr Hampton provided the following additional information:  a. Although fishing mortality for bigeye is much greater than the fishing mortality at maximum sustainable yield (MSY), stock biomass has not declined as might have been expected because recruitment during the last decade has been higher than average. If recruitment were to fall, the stock biomass would decline to levels below current levels (estimated to be 20% of unfished biomass). Biomass trajectories of tuna populations at such low stock sizes are not well known but such a situation could lead to rapid and cascading further declines.   b. No specific assumptions are made in the models for unreported catches, although the models do take into account illegal or unregulated catches. c. Sets on unassociated yellowfin tuna usually catch larger-sized individuals.Thus, if a fish aggregation device (FAD) closure leads to more sets on un-associated schools, yellowfin catches would be expected to increase. d. In the forthcoming (2010) stock assessment for skipjack, SPC will work with Japanese scientists to expand the model area and incorporate information on regional migration patterns. e. It is not clear whether inward migration from other areas of the western and central Pacific Ocean (WCPO) compensate for the estimated stock declines in the western portion of the WCPO (Region 3), but new tagging information should indicate whether such a buffering effect may occur. f. The significantly increasing number of yellowfin catches in recent years is due to a large reported increase in medium to large un-associated purse-seine sets. The increased number of skipjack catches are part of a pattern of increasing catches in the early 1980s and since 2000; these will be further investigated.   g. The WCPFC and IATTC stock assessments assume that there are separate stocks of bigeye in the WCPO and eastern Pacific Ocean (EPO). This assumption has been tested in several ways over the years and the results support the conclusion that stock assessment results based on this assumption are not dissimilar to those based on a single-stock hypothesis. h. The stock assessments make good use of a long and detailed historical dataset on yellowfin length and weight extending back to 1950. 10  i. Because the stock assessments presented were conducted in early 2009 and based on data through 2008, they are not able to assist in evaluating CMM 2008-01. Results of an evaluation of CMM 2008-01 are discussed in detail under Agenda Item 9.1."
WCPFC6,59,"WCPFC 6 accepted the following recommendations and findings from the SC on status of the stock and management advice and implications as contained in the SC5 Summary Report:    a. Yellowfin exploitation rates differ between regions, and exploitation rates continue to be highest in the western equatorial region. It is recommended that there be no increase in yellowfin fishing mortality (F) in the western equatorial region (para. 180 of the SC5 Summary Report);  b. The recommendations and work plan items relevant to FAD marking and monitoring are supported (para. 188); c. There is a role for the SC to consider scientific elements of capacity monitoring and measurement which is included within the terms of reference of the Fishing Technology Specialist Working Group (para. 215);   d. Because no new information on the stock status of skipjack was presented to SC5, the management recommendations from SC4 are maintained (para. 216); e. There is no indication that current catch levels of South Pacific albacore are not sustainable with regard to recruitment overfishing (para. 221);  f. On the basis of the 2008 stock assessment, it was recommended that the catch limits specified in CMM 2008-05 for South Pacific swordfish be carried forward to future years as a continuing measure (para. 224); g. Because no stock assessment was conducted for southwest Pacific striped marlin in 2009, the stock status description and management recommendations from SC2 are still current (para. 225); h. The fishing mortality rate of striped marlin in the North Pacific Ocean should be reduced from the current level (2003 or before). Noting that this is a bycatch species, mitigation methods should be explored in order to achieve the necessary reductions in fishing mortality (para. 234);  i. Until the Commission identifies and formally adopts appropriate reference points for northern stocks, the performance of the fishery against MSY-based reference points should be evaluated (para. 239);  j. The previous recommendation for North Pacific albacore of not increasing F from current levels (Fcurrent(2002-2004) = 0.75) is still valid; however, with the projection based on the continued current high F, the fishing mortality rate will have to be reduced (para. 245);  k. Regarding Pacific bluefin tuna (para. 259 and 263):   i. If F remains at the current level and environmental conditions remain favorable, the recruitment should be sufficient to maintain current yield well into the future.  ii. A reduction in F in combination with favorable environmental conditions, should lead to greater spawners per recruit (SPR).  iii. Increases in F above the current level, and/or unfavorable changes in environmental conditions, may result in recruitment levels that are insufficient to sustain the current productivity of the stock.  iv. Given the conclusions of the May–June 2008 stock assessment with regard to the current level of F relative to potential target reference points (TRPs) and limit reference points (LRPs), and residual uncertainties associated with key model parameters, it is important that the current level of F is not increased.  11  v. Given the conclusions of the July 2009 ISC Pacific Bluefin Tuna Working Group, the current level of F relative to potential biological reference points, and increasing trend of juvenile F, it is important that the current level of F is decreased below the 2002–2004 levels on juvenile age classes; l. The preferred hypothesis for North Pacific swordfish is that there are two stocks, one in the WCPO and the other in the EPO, with little or no mixing between them (paras. 264–267);   m. Both stocks of swordfish in the North Pacific Ocean are healthy and well above levels required to sustain recent catches; therefore, no management advice was provided (para. 268)."
WCPFC6,60,"The following recommendations of SC5 relating to status of the stock and management advice and implications as contained in the SC5 Summary Report were deferred to other items of the WCPFC6 agenda for discussion:    a. While SC recommends a 30% reduction in F of bigeye  from the 2001–2004 levels to return to FMSY, recent assessment indicates that a 34–50% reduction in F from the 2004–2007 levels would be required to reduce F to sustainable levels (para. 175, i-iii—deferred to Agenda Item 9.1); b. Assessment of bigeye stock status and evaluation of CMMs should be undertaken on an annual basis (para. 175, iv-vi—deferred to Agenda Item 9.1); c. CMM 2008-01 is likely to achieve its objective for yellowfin, but extremely unlikely to achieve its most important objective for bigeye. The SC requested the science service provider (SPC) to assess potential measures to reduce F on bigeye to 30% below 2001–2004 levels (para. 210—deferred to Agenda Item 9.1);"
WCPFC6,61,"Findings and recommendations of SC5 as contained in the SC5 Summary Report on the following topics were also accepted by WCPFC6:   a. Ecological risk assessment and SEAPODYM projects (para. 283); b. Seabirds (para. 286); c. Sharks (para. 288); d. Sea turtles (para. 290); e. Small tuna on floating objects (paras. 312-314); f. Data gaps and progress toward addressing them (para. 321, item i-v; item vi discussed under WCPFC6 Agenda Item 9.4); g. Indonesia and Philippines Data Collection Project /WPEA OFM Project (para. 360); h. Tagging initiative (paras. 361–362); i. Unloading data (para. 367); j. Review of the memorandum of understanding (MOU) with SPC and relations to other organizations (paras. 371–372 and discussed under WCPFC6 Agenda Item 13);  k. Development of new MOUs (para. 375); l. Special requirements of developing states (para. 385); m. Next meeting (para. 408); n. Election of SC‘s Vice-Chair (para. 409); o. Meeting of the five tuna regional fisheries management organizations (RFMOs) (para. 411).   p."
WCPFC6,62,"With regard to the recommendation in SC5 Summary Report, para. 321, item ii, one CCM suggested that the work should not be limited to charter arrangements. The Executive 12  Director clarified that the work pertains to vessels under ―charter, lease or other arrangements‖.  This work was further discussed under Agenda Item 9.1."
WCPFC6,63,"Also with regard to para. 321, one CCM stated that catch in zones should be attributed to the charter State, whereas catch on the high seas should be attributed to the flag State rather than the charter State."
WCPFC6,64,"Again with regard to para. 321, FFA members stated that catches should be attributed to the chartering country, including in high seas waters. FFA members also underscored the importance of ensuring that all CCMs abide by the mandatory rules of data provision as agreed on by the Commission, noting that deferments based on domestic legal constraints cannot be invoked indefinitely. In the case that such deferments continue, a comprehensive update on means and timeframes for overcoming the constraints should be requested by the Commission."
WCPFC6,65,"The Commission noted that there was some misunderstanding among CCMs at SC5 in relation to the SC‘s ability to provide advice to, make requests of, and seek expert advice from the NC, the ISC and the TCC. The Commission noted its common understanding on this issue, as contained in Article 11(5) of the Convention, which states that: ―In the exercise of their functions, each Committee may, where appropriate, consult any other fisheries management, technical or scientific organization with competence in the subject matter of such consultation and may seek expert advice as required on an ad hoc basis.‖ 4.2 Independent Review of Interim Arrangements for Science Structure and Function"
WCPFC6,66,Three recommendations from the SC5 Summary Report were presented by the SC Chair and agreed by WCPFC6 on the following topics: a. Obtaining ISC data (refer to para. 336 of the SC5 Summary Report); b. Peer review of stock assessment (para. 399); c. Future operations of the SC (paras. 404 and 407);
WCPFC6,67,"With regard to peer review of stock assessments, WCPFC6 agreed that the bigeye stock assessment should be the target of the peer review exercise. In order to achieve the maximum benefit from such a peer review, it was agreed that the peer review should be timed so as to ensure that the latest, full bigeye stock assessment for the WCPO (i.e. the 2010 WCPO bigeye assessment) is reviewed. It was noted that IATTC was also planning a peer review of a planned 2010 assessment for bigeye in the EPO and that the outcome of that review could usefully inform the bigeye assessment in the WCPO. The results of the peer review for the WCPO bigeye assessment should be reported to the WCPFC no later than WCPFC8 (December 2011).   4.3 Reference Points"
WCPFC6,68,The recommendation from the SC5 Summary Report concerning reference points (para. 277) was discussed.
WCPFC6,69,"Several FFA members spoke in support of the capacity building elements of the reference point work plan, in particular the workshop and ensuring that future work take full account of the multi-species nature of the fishery. However, some of these CCMs noted that capacity building needs may be broader than simply the topic of reference points (e.g. management procedures for multi-species fisheries, socioeconomic factors, harmonizing in zone and high seas management, etc.).    13"
WCPFC6,70,A number of CCMs voiced their concerns about endorsing proposals for technical work without full consideration of whether there will be adequate funding available as determined by the outcomes of the FAC meeting. Other CCMs expressed concerns about personnel workloads and intersessional meeting schedules.
WCPFC6,71,"Three CCMs noted that the work on reference points would facilitate informed decision-making on a revised CMM for bigeye, if necessary, at WCPFC7."
WCPFC6,72,"WCPFC6 endorsed both the short- and medium-term work plans on reference points recommended by SC5, with the proviso that adequate funding support will be secured.   4.4 Programme of work for the Scientific Committee in 2010"
WCPFC6,73,"The SC Chair noted that the proposed budget for the science programme of work for 2010 was increased by US$ 150,000 over the 2009 budget. The indicative budget for 2010 was US$ 700,000. Funding support for science services contracted from SPC-OFP and independent projects carried over from previous years (US$ 216,500) resulted in a small unallocated amount of US$ 12,050 to support other activities. The total science budget proposed by SC5 for 2010 was US$ 928,550."
WCPFC6,74,"Projects within the SC‘s work programme are either already funded by the Commission or another party; require external funding or support from individual CCMs or groups of CCMs; or are requesting Commission funding under the budget to be agreed at WCPFC6. The following projects, which are recommended for the consideration of the Commission by SC5, include:   a. Project 14. (Priority = High) Indonesia and Philippines Data Collection Project (IPDCP) – now WPEA OFM Project:  US$ 75,000; b. Project 35. (Priority = High) Refinement of bigeye parameters Pacific-wide:  a comprehensive review and study of bigeye tuna reproductive biology:  US$ 30,000; c. Project 39. (Priority = High)  Regional study of the stock structure and life-history characteristics of South Pacific albacore:  US$ 25,000; d. Project 42. (Priority = High) Pacific-wide tagging project:  US$ 10,000; e. Project 56. (Priority = Medium) Use of underwater videos and other tools to characterize species, size composition and spatial distribution of tunas aggregating around floating objects:  US$ 2,000; f. Project 57. (Priority = High)  Identifying Provisional Limit Reference Points for the key target species in the WCPFC:  US$ 20,000; and g. Project 60. (Priority = High) Collection and evaluation of purse-seine species composition data:  US$ 54,500."
WCPFC6,75,Some CCMs requested detailed budget breakdowns in order to justify the costs and determine whether any cost savings could be achieved.
WCPFC6,76,"These and other queries caused some CCMs to question the process by which i) the SC prioritizes projects, ii) the Commission approves the projects, and iii) the FAC allocates funding for these projects. These CCMs were concerned that prioritization of projects is not the responsibility of the FAC, yet there was no clear process by which limited funding is allocated among competing priority projects. This is particularly of concern when the budget is not sufficient to support all projects recommended as high priority by the Commissions‘ subsidiary bodies.    14"
WCPFC6,77,"While noting that the SC follows a rigorous prioritization process, other CCMs called for a more formalized strategic planning process to guide project prioritization by the Commission. On this basis, a draft strategic plan, which had been under consideration by the Commission since WCPFC2 in Samoa, was further refined by FAC3 during WCPFC6 (WCPFC6-2009/27)."
WCPFC6,78,WCPFC6 approved the seven priority projects listed above (para. 74) subject to confirmation of available budget by the FAC.
