Document ID,Number,Content
WCPFC13,39,USA took the view that contributions are voluntary and that CNM status should not turn on the matter of the payment or non-payment of the contribution.
WCPFC13,40,The Executive Director noted that no delegates from Mexico were yet registered for WCPFC13. Some CCMs suggested that the agenda stay open to wait for a possible Mexico delegation.
WCPFC13,41,"The Commission turned its attention to requests for full membership received from Ecuador and El Salvador. Ecuador noted that it had sent a letter on 16 November 2016, subsequently circulated by Secretariat, outlining its application for full membership. Ecuador explained that it was fully committed to tuna stock conversation and has been a CNM for eight years. It had requested an invitation to become a full member for the last four years. Ecuador has been a member of IATTC for more than 50 years, is a member of SPRMO and party to UNCLOS and the UN Fish Stocks Agreement."
WCPFC13,42,El Salvador noted that it has been a CNM since 2008 and has provided voluntary contributions to the Commission on time annually. El Salvador noted it is an IATTC member and is committed to not increasing fishing capacity in the Western and Central Pacific; its vessel numbers would remain unchanged. El Salvador commented that none of its vessels had been involved in IUU activities and it requires 100% observer coverage on its flagged vessels.
WCPFC13,43,"FFA members considered that the matter needed careful consideration, citing the uniqueness of the Commission. Unlike other RFMOs, the majority of WCPFC members are SIDS who are overwhelmingly dependent on fisheries resources. In addition, the majority of fishing takes place within SIDS’ waters. These CCMs considered that when more of a level playing field for SIDS exists in the Commission, FFA members will be in a position to develop a process for considering inviting new members to join."
WCPFC13,44,"USA welcomed El Salvador’s request, and explained that an obligation is created when an RFMO is established. The Commission had a responsibility to consider the international legal context within which an RFMO is granted rights to manage fish stocks – these include UNCLOS, UNFSA and other international law which provides these institutions authority. There was a responsibility to consider in a meaningful way the interest of other nations to become members. For USA, even the special nature of WCPFC did not obviate the need for the Commission to consider requests fairly. The Convention provides that new members can be admitted through an invitation arrived at through consensus. USA stated that there should be criteria for considering those applications, and it should be a fair, transparent and objective process. Criteria could include whether the prospective member state has the ability to manage its fleets and is willing to exercise that ability. USA considered that an invitation would not come with an automatic right to allocation, and an informal small working group could develop the criteria."
WCPFC13,45,"Other states supported this view, with EU considering that the inclusion of countries participating in IATTC into WCPFC would be beneficial to the organisation. WCPFC13 Summary Report (Issued 02-Mar-17) 10 of 361"
WCPFC13,46,"While WCPFC13 did not reach consensus on accepting the Ecuador and El Salvador applications for full membership of WCPFC, the Chair noted that this did not preclude a CCM starting a process to develop a draft set of criteria for considering requests for membership in 2017."
WCPFC13,47,On 8 December the Commission was informed that a delegate from Mexico had arrived at WCPFC13.
WCPFC13,48,"Mexico made a lengthy statement relating to its CNM status, stating its case for CNM status and noting its commitment to collaborating in the implementation of Commission measures (WCPFC13-2016-08_Att 5 MX)."
WCPFC13,49,"USA thanked Mexico for its comprehensive explanation of both its application and the historical context. USA considered the continued participation of Mexico as a CNM to be important, especially in the context of the NC’s work, and encouraged the Commission to accept Mexico as a CNM in 2017."
WCPFC13,50,"Japan also supported the application, noting that Mexico does not fish in the Convention area but contributes to the Commission as a member of IATTC on the management of Pacific bluefin tuna. Mexico had not made a voluntary contribution but was committed to making a financial contribution. Canada, China, Indonesia, Korea and Chinese Taipei also supported Mexico’s application. It was noted that Mexico was a key member of IATTC."
WCPFC13,51,"Regarding the issue of whether contributions were voluntary or not, EU did not consider it was a condition according to the Convention. This CCM asked that the Commission provide legal certainty."
WCPFC13,52,Canada considered that Mexico’s payment schedule should meet the Commission’s expectations regarding financial contributions.
WCPFC13,53,Nauru noted that the Commission debates the issue each year. All participants contribute to the Commission through their participation and financial contributions. CNMs have a 50% discount on member contributions. This CCM noted that Mexico’s explanation about its non-payment was new and some time was needed to consider it.
WCPFC13,54,"After discussions in an informal small working group, on 9 December, FFA members advised that they accepted Mexico’s offer, conditional on the payment schedule it had offered. Mexico thanked the Commission for considering its application and reiterated it would stand by the offer made."
WCPFC13,55,New Zealand suggested a specific date that the payment would be provided to the Secretariat would be useful.
WCPFC13,56,"The report of the informal small working group, which met three times during WCPFC13, was accepted by WCPFC13:"
WCPFC13,57,"For 2017, seven CNM requests were submitted to the Secretariat using the agreed electronic format within the required timeframe. Those requests were from: Ecuador, El Salvador, Liberia, Mexico, Panama, Thailand, and Vietnam."
WCPFC13,58,"WCPFC13 approved CNM status to Ecuador, El Salvador, Liberia, Panama, Thailand, and Vietnam for 2017."
WCPFC13,59,"WCPFC13 also approved CNM status to Mexico for 2017, subject to the payment of Mexico’s 2016 assessed financial contribution by June 30 2017 (payment in the first semester) and its 2017 assessed contribution by December 31 2017 (payment in the second semester).   WCPFC13 Summary Report (Issued 02-Mar-17) 11 of 361"
WCPFC13,60,"At the Chair’s direction, a small working group (SWG) was established to assess associated participatory rights of each CNM applicant whose CNM status was approved at the plenary. Framework documents for the working group were CMM 2009-11 and Secretariat paper WCPFC13-2016-08. The group also referred to TCC12’s recommendations in the CNM section of the TCC12 Summary Report."
WCPFC13,61,"The SWG noted with appreciation the attendance and participation of Ecuador, El Salvador, Liberia, Mexico, Panama, Thailand, and Vietnam in the Group’s discussions."
WCPFC13,62,"In addition to the discussions regarding participatory rights, some of the attending CNMs also raised the question as to how the Commission invites a non-member to become a full member, noting that Ecuador, El Salvador, and Vietnam had expressed their interest in becoming a full member of the Commission in their CNM applications."
WCPFC13,63,Participants supported the recommendation of TCC12 to include a column in the template where CNM applicants could indicate their interest in becoming a member of the commission but felt that further discussion was not warranted on the membership process as the issue was outside the mandate of the SWG.
WCPFC13,64,It was confirmed that applications were complete and outstanding data addressed for the seven applicants. 4.3.1 Participatory rights of CNMs
WCPFC13,65,"The SWG agreed to recommend that the CNMs accepted by the WCPFC plenary (i.e. Ecuador, El Salvador, Liberia, Mexico, Panama, Thailand and Vietnam) have the same participatory rights in 2017 as they had in 2016."
WCPFC13,66,"WCPFC13 agreed to the following limits to be applied to the participatory rights of CNMs (Convention / CMM 2009-11):  a. In accordance with the WCPF Convention and its conservation and management measures and resolutions, the following participatory rights apply to Cooperating Non- Members (CNMs) for fisheries in the high seas within the WCPFC Convention Area.  b. In addition, unless otherwise specified below, CNMs may fish in waters under their national jurisdiction or other CCMs’ national jurisdiction, in accordance with appropriate bilateral arrangements.  c. CNMs shall ensure vessels flying their flags comply with all provisions of the WCPFC Convention and the WCPFC conservation and management measures. In addition, CNM vessels will be placed on the WCPFC Record of Fishing Vessels (WCPFC RFV).  d. CCMs shall ensure that CNM fishing activities that are conducted in waters under their national jurisdiction in accordance with bilateral arrangements are consistent with all relevant conservation and management measures and provisions of the WCPF Convention.  e. Renewal of CNM status by the Commission will take into account compliance with the national laws and regulations of any licensing CCM, and all conservation and management measures and provisions of the WCPFC Convention. CCMs shall identify any violations by vessels flagged to a CNM and report on any investigations of such violations to the Secretariat for attention by TCC. WCPFC13 Summary Report (Issued 02-Mar-17) 12 of 361 Participatory rights of each CNM in 2017 Ecuador"
WCPFC13,67,"The participatory rights for fishing in the WCPO are limited to purse seine fishing, with no participatory rights for fishing on the high seas for highly migratory fish stocks in the Convention Area. Any introduction of purse seine fishing capacity is to be in accordance with paragraph 12 of CMM 2009-11 and CMM 2015-01 or its replacement measure. El Salvador"
WCPFC13,68,The participatory rights of El Salvador for fishing in the WCPO are limited to purse seine fishing only. The total level of effort by purse seine vessels of El Salvador on the high seas shall not exceed 29 days in the Convention Area. Any introduction of purse seine fishing capacity is to be in accordance with paragraph 12 of CMM 2009-11 and CMM 2015-01 or its replacement measure. Liberia
WCPFC13,69,"The participatory rights of Liberia are limited to reefer vessels to engage in transhipment activities, and bunker and supply vessels to support fishing vessels in the Convention area. Mexico"
WCPFC13,70,"It was noted that Mexico had participated in the work of the Northern Committee (NC) at NC 8, 9, 10, 11 and 12 and, noting the need for cooperation with the work of the NC particularly in regard to Pacific bluefin tuna, encouraged Mexico to continue to participate in the NC. Mexico does not intend to have a vessel presence in 2017. Any future introduction of purse seine fishing capacity is to be in accordance with paragraph 12 of CMM 2009-11 and CMM 2015-01 or its replacement measure. Panama"
WCPFC13,71,"The participatory rights of Panama in the WCPO are limited to the provision of carrier and bunker vessels. Panama’s participatory rights also apply to vessels that supply food, water and spare parts to carrier vessels that engage in transhipment activities, provided that these vessels do not engage in activities supporting fishing vessels, including providing and/or servicing FADs. The SWG also noted that this does not result in any additional participatory rights in 2017 to the participatory rights granted to Panama in 2016. Thailand"
WCPFC13,72,The participatory rights of Thailand in the WCPO are limited to the provision of carrier and bunker vessels only. Vietnam
WCPFC13,73,The participatory rights of Vietnam in the WCPO are limited to the provision of carrier and bunker vessels only. WCPFC13 Summary Report (Issued 02-Mar-17) 13 of 361WCPFC/IATTC Overlap Area
WCPFC13,74,"In accordance with the decision of WCPFC9 regarding the management of the overlap area of 4˚S and between 130˚W and 150˚W, vessels flagged to Ecuador, El Salvador and Mexico will be governed by the IATTC when fishing in the overlap area."
WCPFC13,75,"In accordance with the Data Exchange MOU agreed by both Commissions, fishing vessels flying the flag of a member of either the IATTC or WCPFC shall cooperate with the RFMO to which they are not a member by voluntarily providing operational catch and effort data for its fishing activities for highly migratory species in the overlap area."
WCPFC13,76,"For the purpose of investigation of possible IUU fishing activities and consistent with international and domestic laws, vessels flying the flag of a CNM that is a Contracting Party to the IATTC will cooperate with those coastal State members of the WCPFC whose EEZs occur in the overlap area by voluntarily providing VMS reports (date, time and position) to those coastal States when operating in the overlap area. Amendment to be made to the CNM request template"
WCPFC13,77,"WCPFC13 agreed, as originally recommended by TCC12, to include a column in the CNM application template where CNM applicants could indicate their interest in becoming a member of the Commission. The Secretariat was tasked with making the necessary amendment to the CNM request template.  AGENDA ITEM 5 — NEW PROPOSALS"
WCPFC13,78,"CCMs were asked to present their proposals to WCPFC13, noting that proposals addressing matters best covered under other agenda items would be presented there. Proposals requiring additional work before their adoption were given the benefit of informal discussion time throughout the meeting in small groups. Observer safety"
WCPFC13,79,"The USA proposal relating to observer safety (WCPFC13-2016-DP21) was worked on by a large number of CCMs and observers – over 100 – in an informal small working group which met four times in the margins of the meeting, including one session which went late into the night. On 8 December USA reported that the primary remaining sticking point was the legally binding nature of the agreement, and noted that Japan had received legal advice and provided input into the document."
WCPFC13,80,"China noted that observer safety was paramount, and recalled the clear decision made last year that the Commission would put time into crafting an agreement. China recognised the sticking points around the legal mechanism to be used for the agreement and asked the Commission to think laterally about the issue. While it was not ideal to have something that is not binding, China commented that there may be other ways to meet the paramount objective of ensuring the safety of observers."
WCPFC13,81,"USA brought the draft measure to plenary for adoption on 9 December for the Commission’s consideration, noting that through much effort in the working group discussions the text no longer had any square brackets. WCPFC13 Summary Report (Issued 02-Mar-17) 14 of 361"
WCPFC13,82,"Japan thanked the informal small working group chair, Alexa Cole (USA) for her hard work but noted legal difficulties it had in implementing the provisions in the measure. This CCM expressed sincere thanks for the special consideration for Japan through the footnotes in the measure, giving it some exemptions from the obligation to implement the provisions. Japan noted the efforts it had made to obtain final approval from Tokyo on the language which had been formulated by the Japanese delegates at WCPFC13 but considered it highly unlikely that they would receive clear instructions before WCPFC13 closed. Japan apologised if this would undermine the Commission’s efforts but there was no option but for Japan to oppose the adoption of the measure as they did not have instructions to support it."
WCPFC13,83,"Chinese Taipei recognised the importance of observers and supported the adoption of the measure, though noting that during discussions in the informal small working group it had expressed deep concern about definition of “harassment” and “harass”. As it was agreed by the informal small working group that each CCM has the right to interpret the definition of the discussed words with applicable domestic laws, this CCM agreed to adopt this measure."
WCPFC13,84,"WWF decried the inability of the Commission to adopt the measure. Noting that this observer had hoped to be able to express admiration for the work of all involvement in getting it adopted, WWF regretted that it could not now do that. WWF stated that the Commission had abdicated its duty to the people that serve in its fisheries, gathering the critical data it uses to manage stocks. The Commission was responsible for these observers and if the Commission was really treating them as of paramount importance it should approve this measure. In six years, five observers had died doing their work. WWF had heard a lot during the informal small working group sessions about domestic legal constraints making a CCM unable to implement the measure. WWF stated that that there should be a burden of proof for this; information should be provided to the Commission as evidence of this constraint. In addition, the burden should be on CCMs to prove an observer complaint was untrue. WWF felt strongly that these issues were not esoteric; observers are human beings and the Commission owed them its protection."
WCPFC13,85,"PNG commented that it had the biggest observer programme in the region and it hurt when observers disappear. PNG sacrifices budget to ensure the families of those who have gone missing are taken care of. PNG expressed its gratitude to participants of the informal small working group but noted its disappointment that the measure did not have consensus as observers were human beings, not objects."
WCPFC13,86,"RMI supported the comments by PNG and WWF and noted that despite the push on this issue it had missed what it had hoped to achieve on observer safety. Legal constraints aside, this CCM noted that as an observer provider RMI will go out of its way to ensure observer safety."
